categoria	rubro	id	producto	titulo	unidad	detalle	sku	imagen	regla_1	precio_1	regla_2	precio_2	regla_3	precio_3
AlmacÈn	Aceites	102	http://tatito.com.ar/producto/aceite-natura-aerosol-x-120-g/	Aceite Natura - Aerosol	120 gr		114414	http://tatito.com.ar/wp-content/uploads/2020/07/aceite-natura-aerosol.jpg	1-2	168	3+	154.74		
AlmacÈn	Aceites	102	http://tatito.com.ar/producto/aceite-natura-girasol-1-5 lt/	Aceite Natura - Girasol	1.5 lt		7241	http://tatito.com.ar/wp-content/uploads/2020/01/ACEITE-NATURA-GIRASOL-1500cc.jpg	1-2	218	3+	187.5		
AlmacÈn	Aceites	102	http://tatito.com.ar/producto/aceite-vicentin-girasol-1-5 lt-s-iva/	Aceite Vicentin - Girasol	1.5 lt		4337	http://tatito.com.ar/wp-content/uploads/2020/01/ACEITE-VICENTIN-GIRASOL-1500cc.jpg	1-2	165.01	3+	157.11		
AlmacÈn	Aceites	102	http://tatito.com.ar/producto/aceite-vicentin-girasol-4-5 lt-s-iva/	Aceite Vicentin - Girasol 	4.5 lt		2065	http://tatito.com.ar/wp-content/uploads/2020/01/ACEITE-VICENTIN-GIRASOL-4500cc.jpg	1-2	0	$	4		
AlmacÈn	Aceites	102	http://tatito.com.ar/producto/aceite-vicentin-girasol-900cc-s-iva/	Aceite Vicentin - Girasol 	900 cc		4367	http://tatito.com.ar/wp-content/uploads/2020/01/ACEITE-VICENTIN-GIRASOL-900CC.jpg	1-2	100	3+	94.9		
Limpieza	Shampoo	191	http://tatito.com.ar/producto/acond-suave-jazmin-930/	Acondicionador Suave Aloe Vera Y Pepino 	930 ml		6028	http://tatito.com.ar/wp-content/uploads/2019/11/acondicionador-suave-aloe-y-pepino-930.jpg	1-2	105	3+	91		
Bebidas	Agua	68	http://tatito.com.ar/producto/agua-palau-x-6 lts/	Agua Palau	6 lt		103641	http://tatito.com.ar/wp-content/uploads/2020/01/AGUA-PALAU-X-6 ltS.jpg	1-2	0	$	8		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/aji-alicante-tritur-25gr/	Aji Alicante Triturado 	25 gr		6151	http://tatito.com.ar/wp-content/uploads/2020/01/AJI-ALICANTE-TRITUR-25GR.jpg	1-2	30	3+	25.99		
Limpieza	Alcohol	224	http://tatito.com.ar/producto/alcohol-en-gel-san-iginio-x-250-cc/	Alcohol En Gel San Iginio 	250 cc		111404	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	155	3+	131.8		
AlmacÈn	Otros	155	http://tatito.com.ar/producto/alfajor-dolche-patagonia-blanco-60-grs/	Alfajor Dolche Patagonia - Blanco 	60 gr	Alfajor de dulce de leche cubierto con baÒo de glasÈ x 60 grs.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-blanco.jpg	1-2	55	3-11	48	12+	47
AlmacÈn	Varios	147	http://tatito.com.ar/producto/alfajor-dolche-patagonia-blanco-60-grs/	Alfajor Dolche Patagonia - Blanco 	60 gr	Alfajor de dulce de leche cubierto con baÒo de glasÈ x 60 grs.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-blanco.jpg	1-2	55	3-11	48	12+	47
AlmacÈn	Otros	155	http://tatito.com.ar/producto/alfajor-dolche-patagonia-maicena-75-grs/	Alfajor Dolche Patagonia - Maicena 	75 gr	Alfajor de maicena con relleno de Dulce de Leche y Coco.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-maicena.jpg	1-2	55	3-11	48	12+	47
AlmacÈn	Varios	147	http://tatito.com.ar/producto/alfajor-dolche-patagonia-maicena-75-grs/	Alfajor Dolche Patagonia - Maicena 	75 gr	Alfajor de maicena con relleno de Dulce de Leche y Coco.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-maicena.jpg	1-2	55	3-11	48	12+	47
AlmacÈn	Otros	155	http://tatito.com.ar/producto/alfajor-dolche-patagonia-negro-60-grs/	Alfajor Dolche Patagonia - Negro 	60 gr	Alfajor de dulce de leche con cobertura de chocolate negro x 60 grs.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-negro.jpg	1-2	55	3-11	48	12+	47
AlmacÈn	Varios	147	http://tatito.com.ar/producto/alfajor-dolche-patagonia-negro-60-grs/	Alfajor Dolche Patagonia - Negro 	60 gr	Alfajor de dulce de leche con cobertura de chocolate negro x 60 grs.		http://tatito.com.ar/wp-content/uploads/2020/05/alfajor-dolche-patagonia-negro.jpg	1-2	55	3-11	48	12+	47
Limpieza	Varios	206	http://tatito.com.ar/producto/algodon-ejemplar-65-grs/	Algodon Ejemplar 	65 gr		103350	http://tatito.com.ar/wp-content/uploads/2020/07/algodon-ejemplar-65grs.jpg	1-2	40	3+	34.75		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-dos-hermanos-l-fino-x-500-grs/	Arroz Dos Hermanos - Largo Fino 	500 gr		109914	http://tatito.com.ar/wp-content/uploads/2020/07/arroz-dos-hermanos-Lfino-500.jpg	1-2	40	3+	34.57		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-dos-hermanos-parboil-x-500-grs/	Arroz Dos Hermanos - Parboil 	500 gr		109913	http://tatito.com.ar/wp-content/uploads/2020/07/arroz-dos-hermanos-parboil-500.jpg	1-2	49.5	3+	42.59		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-gallo-largo-fino-500-grs/	Arroz Gallo Largo Fino	500 gr		102951	http://tatito.com.ar/wp-content/uploads/2020/07/arroz-gallo-largo-fino-500.jpg	1-2	52	3+	43.76		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-gallo-oro-b1-kg-s-iva/	Arroz Gallo Oro 	1 kg		103204	http://tatito.com.ar/wp-content/uploads/2020/01/ARROZ-GALLO-ORO-B1-Kgrjpg	1-2	127	3+	109.99		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-gallo-oro-ama-500gr/	Arroz Gallo Oro Amarillo 	500 gr		4266	http://tatito.com.ar/wp-content/uploads/2020/01/ARROZ-GALLO-ORO-AmA-500GR.jpg	1-2	69	3+	57.7		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-luchador-4-0-500gr-s-iva/	Arroz Luchador 0000	500 gr		4304	http://tatito.com.ar/wp-content/uploads/2019/11/arroz-luchador-500.jpg	1-2	36.5	3+	31.28		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-noble-lf-500g-s-iva/	Arroz Noble - Largo Fino 	500 gr		109867	http://tatito.com.ar/wp-content/uploads/2020/01/ARROZ-NOBLE-LF-500grjpg	1-2	43.5	3+	35.28		
AlmacÈn	Arroz	93	http://tatito.com.ar/producto/arroz-peleador-largo-fino-x-500-grs/	Arroz Peleador - Largo Fino	500 gr		4279	http://tatito.com.ar/wp-content/uploads/2020/05/arroz-peleador-500.jpg	1-2	36	3+	28.5		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/arvejas-arcor-secas-300-gr/	Arvejas Arcor  Secas 	300 gr		3130	http://tatito.com.ar/wp-content/uploads/2020/01/ARVEJAS-ARCOR-SECAS-300-GR.jpg	1-2	50	3+	43.64		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/arvejas-inalpa-350gr/	Arvejas Inalpa  	350 gr		7103	http://tatito.com.ar/wp-content/uploads/2020/01/ARVEJAS-INALPA-350GR.jpg	1-2	30	3+	25.25		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/atun-bahia-170-gr/	Atun Bahia 	170 gr		3118	http://tatito.com.ar/wp-content/uploads/2020/05/atun-bahia-170grjpg	1-2	79	3+	59.9		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/avena-jose-lopez-500gr/	Avena Jose Lopez 	500 gr		5693	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	51	3+	43.9		
AlmacÈn	Az√∫car	98	http://tatito.com.ar/producto/azucar-1kg-s-iva/	Azucar	1 kg		3471	http://tatito.com.ar/wp-content/uploads/2019/11/azucar-comun-1kg-fraccionada.jpg	1-2	60	3+	48		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/azucar-villa-rica-imp-250gr/	Azucar Villa Rica Impalpable 	250 gr		3472	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	75.49	3+	64.5		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/bicarbonato-villa-rica-20gr/	Bicarbonato Villa Rica 	20 gr		4537	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	6	3+	5.11		
Desayuno	Gall Dulces y Saladas	60	http://tatito.com.ar/producto/bizcochitos-gaona-x-180-grs/	Bizcochitos Gaona	180 gr		111653	http://tatito.com.ar/wp-content/uploads/2020/05/bizcochitos-gaona-180.jpg	1-2	35	3+	30.3		
AlmacÈn	Postres	162	http://tatito.com.ar/producto/bizc-godet-choc-480gr/	Bizcochuelo Godet - Chocolate 	480 gr		3281	http://tatito.com.ar/wp-content/uploads/2020/01/BIZC-GODET-CHOC-480GR.jpg	1-2	120	3+	104.88		
AlmacÈn	Postres	162	http://tatito.com.ar/producto/bizc-godet-vainilla-480gr/	Bizcochuelo Godet - Vainilla	480 gr		3314	http://tatito.com.ar/wp-content/uploads/2020/01/BIZC-GODET-VAINILLA-480GR.jpg	1-2	98	3+	85.05		
Fiambreria	Bondiola	203	http://tatito.com.ar/producto/bondiola-goggi/	Bondiola Goggi Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-	145	http://tatito.com.ar/wp-content/uploads/2020/01/BONDIOLA-GOGGI.jpg	1-2	0	$	8		
Fiambreria	Bondiola	203	http://tatito.com.ar/producto/bondiola-lario/	Bondiola Lario Feteada 	100 gr	Ejemplo:/Cantidad '5'ù corresponde a 500 grs. del Producto.-/	6	http://tatito.com.ar/wp-content/uploads/2020/01/BONDIOLA-LARIO.jpg	1-2	0	$	1		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/burgol-bedoian-500gr/	Burgol Bedoian 	500 gr		5700	http://tatito.com.ar/wp-content/uploads/2020/01/BURGOL-BEDOIAN-500GR.jpg	1-2	78.78	3+	69.22		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/burgol-granos-de-oro/	Burgol Granos De Oro 	500 gr		101074	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	60.68	3+	51.91		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/burgol-jose-lopez-500gr/	Burgol Jose Lopez 	500 gr		5690	http://tatito.com.ar/wp-content/uploads/2019/11/burgol-jose-lopez-600x772.jpg	1-2	65	3+	54.94		
AlmacÈn	Legumbres	94	http://tatito.com.ar/producto/burgol-la-espanola-500gr/	Burgol La Espanola 	500 gr		5708	http://tatito.com.ar/wp-content/uploads/2020/04/burgol-la-espaÒola.jpg	1-2	63.7	3+	55.16		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/caballa-bahia-en-agua-y-aceite-425-gr/	Caballa Bahia En Agua Y Aceite 	425 gr		110680	http://tatito.com.ar/wp-content/uploads/2020/05/caballa-bahia-425.jpg	1-2	174.4	3+	141.7		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/caballa-marbella-al-ac-nat-425gr/	Caballa Marbella Al Aceite/Natural 	425 gr		1603	http://tatito.com.ar/wp-content/uploads/2020/01/CABALLA-mARBELLA-AL-AC-Y-NAT-425GR.jpg	1-2	150	3+	130.01		
Limpieza	Varios	206	http://tatito.com.ar/producto/cabo-escoba-madera/	Cabo Escoba Madera	1 un		7117	http://tatito.com.ar/wp-content/uploads/2020/01/CABO-ESCOBA-mADERA.jpg	1-2	27	3+	22.1		
Desayuno	Cacao	58	http://tatito.com.ar/producto/cacao-chocolino-plus-fort-180g/	Cacao Chocolino Plus Fort 	180G		100580	http://tatito.com.ar/wp-content/uploads/2020/04/cacao-chocolino-180gr.jpg	1-2	67.7	3+	58.55		
Desayuno	Cacao	58	http://tatito.com.ar/producto/cacao-nesquik-180-grs/	Cacao Nesquik 	150 gr		100543	http://tatito.com.ar/wp-content/uploads/2019/11/nesquik-150grjpg	1-2	60	3+	52		
AlmacÈn	Otros	155	http://tatito.com.ar/producto/cacao-quicker-x-200gr/	Cacao Quicker	200 gr		109856	http://tatito.com.ar/wp-content/uploads/2020/04/CACAO-QUICKER-200.jpg	1-2	52	3+	44.24		
Desayuno	Cacao	58	http://tatito.com.ar/producto/cacao-quicker-x-200gr/	Cacao Quicker	200 gr		109856	http://tatito.com.ar/wp-content/uploads/2020/04/CACAO-QUICKER-200.jpg	1-2	52	3+	44.24		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-arlistan-100gr/	Cafe Arlistan 	100 gr		4487	http://tatito.com.ar/wp-content/uploads/2020/04/cafe-arlistan-100gr.jpg	1-2	189.4	3+	156.01		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-arlistan-50gr/	Cafe Arlistan Suave 	50 gr		4489	http://tatito.com.ar/wp-content/uploads/2019/11/cafe-arlistan-50grjpg	1-2	100	3+	83.75		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-dolca-torr-100gr/	Cafe Dolca Clasico 	100 gr		289700	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-DOLCA-TORR-100GR.jpg	1-2	180.56	3+	155.34		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-dolca-torr-vid170gr/	Cafe Dolca Clasico 	170 gr		7313	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-DOLCA-TORR-VID170GR.jpg	1-2	285	3+	245.7		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-dolca-inst-50gr/	Cafe Dolca Instantaneo Clasico 	50 gr		4479	http://tatito.com.ar/wp-content/uploads/2019/11/cafe-dolca-cl-50grjpg	1-2	107.47	3+	92.05		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-dolca-suave-100g/	Cafe Dolca Instantaneo Suave 	100 gr		289424	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-DOLCA-SUAVE-100grjpg	1-2	167.19	3+	143.83		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-dolca-inst-50grsuave/	Cafe Dolca Instantaneo Suave 	50 gr		4478	http://tatito.com.ar/wp-content/uploads/2019/11/cafe-dolca-suave-50grjpg	1-2	100.74	3+	86.28		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-morenita-125gr/	Cafe La Morenita 	125 gr		4471	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-mORENITA-125GR.jpg	1-2	77	3+	66.42		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-morenita-saq-205gr/	Cafe La Morenita - Saquitos	20 x 5 gr		4509	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-mORENITA-SAQ-20-5GR.jpg	1-2	138	3+	118.98		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-170gr-cla-vidrio/	Cafe La Virginia - Cl·sico 	170 gr		104125	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-170GR-CLA-VIDRIO.jpg	1-2	290	3+	249.52		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-inst-100gr-cla/	Cafe La Virginia - Clasico Instantaneo 	100 gr		4466	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-INST-100GR-CLA.jpg	1-2	195	3+	167.6		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-5gr-sobre/	Cafe La Virginia - Sobres 	5 gr		256351	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-5GR-SOBRE.jpg	1-2	146	3+	125.2		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-equil-x-125gr/	Cafe La Virginia - Equil 	125 gr		100780	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-EQUIL-X-125GR.jpg	1-2	89	3+	76.69		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virginia-instantaneo-cortado-125-gr/	Cafe La Virginia - Instantaneo Cortado 	125 gr		103316	http://tatito.com.ar/wp-content/uploads/2020/05/cafe-la-virginia-cortado-125.jpg	1-2	110	3+	94.88		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virginia-instantaneo-latte-125-gr/	Cafe La Virginia - Instantaneo Latte 	125 gr		103315	http://tatito.com.ar/wp-content/uploads/2020/05/cafe-la-virginia-latte-125.jpg	1-2	110	3+	94.88		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-inst-100gr-suav/	Cafe La Virginia - Instantaneo Suave 	100 gr		4491	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-INST-100GR-SUAV.jpg	1-2	195	3+	167.6		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-la-virg-170gr-suav-vidrio/	Cafe La Virginia - Suave 	170 gr		101539	http://tatito.com.ar/wp-content/uploads/2020/01/CAFE-LA-VIRG-170GR-SUAV-VIDRIO.jpg	1-2	290	3+	249.52		
AlmacÈn	CafÈ	161	http://tatito.com.ar/producto/cafe-villa-rica-125gr/	Cafe Villa Rica 	125 gr		4476	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	62	3+	51.83		
AlmacÈn	Sopas y Caldos	151	http://tatito.com.ar/producto/caldo-knoor-a-12un/	Caldo Knoor - Gallina 	12 un		5648	http://tatito.com.ar/wp-content/uploads/2020/01/CALDO-KNOOR-A-12unjpg	1-2	74	3+	63.7		
AlmacÈn	Sopas y Caldos	151	http://tatito.com.ar/producto/caldo-knoor-verduras-12-ud/	Caldo Knoor - Verduras 	12 un		56481	http://tatito.com.ar/wp-content/uploads/2020/07/caldo-knoo-verduras.jpg	1-2	74	3+	63.7		
Limpieza	Limpiador de Ropa	189	http://tatito.com.ar/producto/camellito-rop-fina-450-dpack/	Camellito Ropa Fina 	450 ml		101821	http://tatito.com.ar/wp-content/uploads/2020/01/CAmELLITO-ROP-FINA-450-DPACK.jpg	1-2	98.55	3+	82.12		
Frescos y Congelados	Untables	170	http://tatito.com.ar/producto/casancrem-ls-300gr-desc/	Casancrem - Descremado 	290 gr		3389	http://tatito.com.ar/wp-content/uploads/2020/01/CASANCREm-LS-300GR-DESC.jpg	1-2	180	3+	160.22		
Frescos y Congelados	Untables	170	http://tatito.com.ar/producto/casancrem-ls-300gr-ent/	Casancrem - Entero 	290 gr		3388	http://tatito.com.ar/wp-content/uploads/2020/01/CASANCREm-LS-300GR-ENT.jpg	1-2	180	3+	160.22		
Bebidas	Cervezas y Fernet	64	http://tatito.com.ar/producto/cerv-corona-botella-355ml/	Cerveza Corona - Botella	355 ml		101770	http://tatito.com.ar/wp-content/uploads/2020/01/CERV-CORONA-BOTELLA-355mljpg	1-2	85	3+	65		
Bebidas	Cervezas y Fernet	64	http://tatito.com.ar/producto/cerveza-quilmes-354-cc-lata/	Cerveza Quilmes 	354 cc		107538	http://tatito.com.ar/wp-content/uploads/2020/04/cerveza-quilmes-354.jpg	1-2	38	3+	31.5		
Bebidas	Cervezas y Fernet	64	http://tatito.com.ar/producto/cerv-heineken-wild-lager-330-ml/	Cerveza Schin - Lata 	473 ml		105722	http://tatito.com.ar/wp-content/uploads/2020/04/cerveza-schin-lata.jpg	1-2	50	3+	42.51		
Condimentos	Condimentos	122	http://tatito.com.ar/producto/chimichurri-alicante-25gr/	Chimichurri Alicante	25 gr		6143	http://tatito.com.ar/wp-content/uploads/2020/01/CHImICHURRI-ALICANTE-25GR.jpg	1-2	48	3+	41.19		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/chimichurri-vanoli-cla-ahu-190/	Chimichurri Vanoli - Clasico 	190 gr		3192	http://tatito.com.ar/wp-content/uploads/2020/01/CHImICHURRI-VANOLI-CLA-y-AHU-190.jpg	1-2	65	3+	53.98		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/chimichurri-vanoli-cla-ahu-190/	Chimichurri Vanoli - Clasico 	190 gr		3192	http://tatito.com.ar/wp-content/uploads/2020/01/CHImICHURRI-VANOLI-CLA-y-AHU-190.jpg	1-2	65	3+	53.98		
AlmacÈn	Salsas	95	http://tatito.com.ar/producto/chimichurri-vanoli-picante-190-grs/	Chimichurri Vanoli - Picante 	190 gr		3121	http://tatito.com.ar/wp-content/uploads/2020/07/chimichurri-vanoli-picante-190.jpg	1-2	65	3+	53.98		
AlmacÈn	Varios	147	http://tatito.com.ar/producto/chimichurri-vanoli-picante-190-grs/	Chimichurri Vanoli - Picante 	190 gr		3121	http://tatito.com.ar/wp-content/uploads/2020/07/chimichurri-vanoli-picante-190.jpg	1-2	65	3+	53.98		
PanaderÌa	Chips	171	http://tatito.com.ar/producto/chips-pandino/	Chips Pandino			103490	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	55	3+	50		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/choclo-arcor-entero-310g/	Choclo Arcor - Entero 	310 gr		100343	http://tatito.com.ar/wp-content/uploads/2020/01/CHOCLO-ARCOR-ENTERO-310grjpg	1-2	84	3+	73.33		
AlmacÈn	Enlatados	103	http://tatito.com.ar/producto/choclo-bahia-200g/	Choclo Bahia	200 gr		2602	http://tatito.com.ar/wp-content/uploads/2020/01/defau lt.jpg	1-2	65	3+	55		
