GRUPO;DESC.GRUPO;S.GRUPO;DESC.SUBGRUPO;COD.PROV;COD.PROD;PRODUCTO;COD.BARRA;KILOS;LITROS;UNIDADES;CANT TOT;PARTIC;TOTAL
6;CONSERVAS;1;CONSERVAS DE PESCADOS;152;6061;ATUN NATURAL LA CAMPAGNOLA POUCH- X120GR;7793360215902;0,36;0;0;3;0,000505761133501063;3
11;LINEA ROJA Y VEGETALES EN CONSERVA;5;VEGETALES y LEGUMBRES EN CONSERVA;152;11161;POROTO ALUBIA LA CAMPAGNOLA-9864-X350GR;7793360001062;1,05;0;0;3;0,000505761133501063;3
7;BEBIDAS;16;VINOS FINOS PREMIUN;440;7892;VINO LUIGI BOSCA MALBEC           X750CC;7791203001231;0;2,25;0;3;0,000505761133501063;3
21;SAL - CONDIMENTOS;4;SALSAS;326;21270;SALSA LHERITIER FRUTILLA-295-     X500GR;7792860002951;1,5;0;0;3;0,000505761133501063;3
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;87;41012;CREMA P/PEINAR ELVIVE COLORV. -18-X250GR;7899026414297;0,75;0;0;3;0,000505761133501063;3
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;87;41019;CREMA P/PEINAR ELVIVE SOLAR -14-  X250GR;7899026414303;0,75;0;0;3;0,000505761133501063;3
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;87;41397;CREMA TRAT.ELVIVE NUTRI GLOSS-170-X350ML;7899026413900;0;1,05;0;3;0,000505761133501063;3
23;ACEITES - VINAGRES;1;VINAGRES;342;23146;vinagre menoyo fruta manzana vidr.x930cc;7790130000218;0;3;0;3;0,000505761133501063;3
90;LACTEOS;14;MANTECA;98;90237;MANTECA LA PAULINA -87665-        X500GR;7794990879557;1,5;0;0;3;0,000505761133501063;3
7;BEBIDAS;16;VINOS FINOS PREMIUN;263;77949;VINO DON NICANOR MALBEC           X750ML;7793440702735;0;2,25;0;3;0,000505761133501063;3
27;ARTICULOS DE LIMPIEZA;10;ACCESORIOS;5759;27030;BALDE HERALDPLAST COLOR B165 -4906-X10LT;7798081191658;0;30;0;3;0,000505761133501063;3
29;CALDOS - SOPAS - PURE;3;SOPAS CREMAS;64;29155;SOPA MAGGI CREMA PREMIUM TOMATE -  X42GR;7613033178542;0,126;0;0;3;0,000505761133501063;3
7;BEBIDAS;1;JUGOS P/DILUIR;5368;7088;jugo tang re-mix sandia/melon      x20gr;7622300580292;0,06;0;0;3;0,000505761133501063;3
2;CHOCOLATES - ALFAJORES;1;CHOCOLATES-ALFAJORES-BOMBONES;5368;2445;CHOCOLATE MILKA LEGER BLANCO       X45GR;77916136;0,135;0;0;3;0,000505761133501063;3
1;GALLETAS;3;DULCES;5243;1056;GALLETA DALE MARIA CHOCOLATE-     X170GR;7798113150936;0,51;0;0;3;0,000505761133501063;3
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;31;7458;GIN WALKER                          X1LT;7791560000175;0;3;0;3;0,000505761133501063;3
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;31;7240;ANIS 8 HERMANOS AZUL        -044-   X1LT;7792410000901;0;3;0;3;0,000505761133501063;3
7;BEBIDAS;12;VINOS FINOS MEDIOS;31;77254;VINO COLON BONARDA -11918-        X750CC;7790168110415;0;2,25;0;3;0,000505761133501063;3
7;BEBIDAS;12;VINOS FINOS MEDIOS;31;77244;VINO COLON DULCE FRESCO -11921-   X750CC;7790168109556;0;2,25;0;3;0,000505761133501063;3
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;247;41445;CREMA TRAT.PANTENE LISO EXT.-9890-X300ML;7501007495675;0;0,9;0;3;0,000505761133501063;3
41;LINEA CAPILAR;3;ACONDICIONADOR;247;41147;ACOND.H&S PROTECCION CAIDA        X400ML;7501001244323;0;1,2;0;3;0,000505761133501063;3
31;PERFUMERIA;3;DESODORANTES;247;31186;ANTIT.GILLETTE SPORT AER.         X150ML;7506195184622;0;0,45;0;3;0,000505761133501063;3
31;PERFUMERIA;3;DESODORANTES;247;31211;ANTIT.GILLETTE SOFT COMFORT AER.  X150ML;7506195184639;0;0,45;0;3;0,000505761133501063;3
31;PERFUMERIA;3;DESODORANTES;247;31099;DESOD.GILLETTE SOFT COMFORT AER.  X150ML;7506195128992;0;0,45;0;3;0,000505761133501063;3
41;LINEA CAPILAR;3;ACONDICIONADOR;247;41391;ACOND.PANTENE REPARAC.NUTRIT.     X400ML;7506195126530;0;1,2;0;3;0,000505761133501063;3
41;LINEA CAPILAR;3;ACONDICIONADOR;247;41534;ACOND.HERBAL ESSENCES PARACAIDAS  X300ML;7501065904560;0;0,9;0;3;0,000505761133501063;3
41;LINEA CAPILAR;1;SHAMPOO;247;41383;SHAMPOO HERBAL ESSENCES PARACAI.  X355ML;7501006726749;0;1,065;0;3;0,000505761133501063;3
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;351;92398;SALCHICHON PRIMAVERA LARIO FAM-85-X320GR;7790625000853;0,96;0;0;3;0,000505761133501063;3
92;REFRIGERADOS - EMBUTIDOS;4;FIAMBRES FETEADOS Y FAMILIARES;72;92253;QUESO SANCOR-1879-MINIFYNBO LIGHT X480GR;77933980;1,44;0;0;3;0,000505761133501063;3
13;LIMPIADORES;10;OTROS LIMPIADORES;5327;13730;antihumedad aire pur max lav.-1512-x350g;7790900015121;1,05;0;0;3;0,000505761133501063;3
20;JABONES;2;JABON EN POLVO -MAS DE 800GR-;50;20073;JABON POLVO ALA REGU.MULTIACCION    X3KG;7791290000278;9;0;0;3;0,000505761133501063;3
13;LIMPIADORES;4;SUAVIZANTES;50;13342;suavizante comfort jojoba bot-218-x500ml;7791290785687;0;1,5;0;3;0,000505761133501063;3
13;LIMPIADORES;8;LIMPIADORES EN CREMA;50;13617;LIMPIADOR CIF UNIVERSAL GAT-941086X500ML;7791290008182;0;1,5;0;3;0,000505761133501063;3
13;LIMPIADORES;7;DETERGENTES;50;13124;DETERGENTE ALA ULTRA GLICE.-210672-X300M;7791290000735;0;0,9;0;3;0,000505761133501063;3
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41792;ACOND.SEDAL SOS CRECIM.FORTIF.    X650ML;7791293020488;0;1,95;0;3;0,000505761133501063;3
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;31996;CREMA DOVE NUTRICION ESSENCIAL    X200ML;7501056346140;0;0,6;0;3;0,000505761133501063;3
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;41811;CREMA DOVE NUTRICION ESSENCIAL    X400ML;7501056346157;0;1,2;0;3;0,000505761133501063;3
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;41835;CREMA DOVE FIRMING COMPLEX-931707-X400ML;7501056346096;0;1,2;0;3;0,000505761133501063;3
31;PERFUMERIA;6;COLONIAS;117;31102;colonia patrichs-71958-air         x50ml;7791293001357;0;0,15;0;3;0,000505761133501063;3
31;PERFUMERIA;3;DESODORANTES;117;31110;DESOD.AXE VICE -165999-           X113GR;7791293009193;0,339;0;0;3;0,000505761133501063;3
20;JABONES;4;JABON DE TOCADOR LIQUIDO;117;20156;GEL DUCHA AXE VICE -195748-       X250ML;7791293021362;0;0,75;0;3;0,000505761133501063;3
41;LINEA CAPILAR;3;ACONDICIONADOR;117;41065;acond.sedal brillo gloss-         x650ml;7791293010274;0;1,95;0;3;0,000505761133501063;3
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;31327;CREMA POND S REST.DIA AM FPS15 CLA X50ML;8901030237379;0;0,15;0;3;0,000505761133501063;3
41;LINEA CAPILAR;5;CREMAS y TRATAMIENTOS;117;41649;CREMA TRAT.DOVE OLEO NUTRIC-9575- X236ML;79400124050;0;0,708;0;3;0,000505761133501063;3
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;117;31034;crema dove go fresh hid.fres-2121-x400ml;7501056331139;0;1,2;0;3;0,000505761133501063;3
41;LINEA CAPILAR;2;SHAMPOO ECONOMICO;117;41568;SHAMPOO SUAVE TECNO NAT.CDA CONT. X750ML;7791293014548;0;2,25;0;3;0,000505761133501063;3
31;PERFUMERIA;3;DESODORANTES;117;31356;COLONIA DOVE BODY MIST POMELO/LIMON X125;7791293341743;0;0,375;0;3;0,000505761133501063;3
94;ENCURTIDOS - DULCES Y FRUTAS SECAS;2;FRUTAS SECAS;5729;94227;MEDALLON DURAZNO FRULAX GRANDE-11216-XKG;;2,79;0;0;2,79;0,000470357854155988;2,79
93;FIAMBRES;12;SALAMIN Y LONGANIZA;351;93060;SALAMIN T/TANDILERO LARIO P/G-34-    XKG;;2,76;0;0;2,76;0,000465300242820978;2,76
89;POLLO;2;PRESAS;5208;89016;FILET DE PATA MUSLO  -               XKG;;2,75;0;0;2,75;0,000463614372375974;2,75
93;FIAMBRES;11;PANCETA;351;93345;PANCETA SALADA LARIO-265-            XKG;;2,75;0;0;2,75;0,000463614372375974;2,75
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75162;PUCHERO DE COGOTE NOVILLO            XKG;;2,58;0;0;2,58;0,000434954574810914;2,58
70;VERDURAS;1;VERDURAS EN GENERAL;6155;70140;ACUSAY                               XKG;;2,57;0;0;2,57;0,00043326870436591;2,57
94;ENCURTIDOS - DULCES Y FRUTAS SECAS;2;FRUTAS SECAS;5729;94241;SURTIDO FRUTA SECA MIX SAL/TOS-11397-XKG;;2,54;0;0;2,54;0,0004282110930309;2,54
91;QUESOS;1;QUESO CREMOSO;6077;91015;QUESO PORT SALUT LA PIEDAD -         XKG;;2,51;0;0;2,51;0,000423153481695889;2,51
91;QUESOS;4;QUESO ROQUEFORT;98;91083;QUESO ROQUEFORT LA PAULINA-86654-    XKG;;2,42;0;0;2,42;0,000407980647690857;2,42
93;FIAMBRES;5;JAMON COCIDO;5571;93131;JAMON HORNEADO BOCATTI EN MITADES    XKG;;2,41;0;0;2,41;0,000406294777245854;2,41
94;ENCURTIDOS - DULCES Y FRUTAS SECAS;1;ENCURTIDOS;5620;94080;PEPINILLO DON RICARDO -              XKG;;2,26;0;0;2,26;0,000381006720570801;2,26
75;CARNICERIA;6;MENUDENCIAS;5564;75017;ENTRAÑA GRUESA ABASTECED.DEL NORTE-  XKG;;2,08;0;0;2,08;0,000350661052560737;2,08
75;CARNICERIA;1;CARNE VACUNA - MENUDENCIAS;5564;75002;ALITA DE NOVILLO-FALDA C/HUESO-      XKG;;2,07;0;0;2,07;0,000348975182115733;2,07
94;ENCURTIDOS - DULCES Y FRUTAS SECAS;2;FRUTAS SECAS;5729;94256;MANI REPELADO SAL/ TOST.VILLARES- XKG;;2,03;0;0;2,03;0,000342231700335719;2,03
4;INFUSIONES;5;TE COMUN;5027;4157;te taragui saquito -100038-       x100un;7790387531992;0;0;200;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;9;PAÑALES P/BEBE;228;17725;paÑ.huggies hp cl.med.x30+act.sec medx30;7794626002557;0;0;120;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;8;TOALLAS HUMEDAS Y OTROS;101;17022;TOALLA HUM.JOHNSONS RECIEN NACIDO- X50UN;7891010933838;0;0;100;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;9;PAÑALES P/BEBE;247;17492;paÑal pampers j./sueÑos t.p.med-0279-x36;;0;0;72;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;9;PAÑALES P/BEBE;228;17672;PAÑAL HUGGIES ACT.SEC MP GDE VARON-X30UN;7794626002328;0;0;60;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;8;TOALLAS HUMEDAS Y OTROS;228;17592;TOALLA HUM.POISE HOTFLUSHES-207066-X20UN;7702425535473;0;0;40;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;11;TOALLAS FEMENINAS;6162;17309;TOALLA MATERSEC ESTRELLA -10400-   X10UN;7790064004009;0;0;20;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;1;PAÑALES P/ADULTOS;228;17475;ROPA INT.PLENITUD ACT.HOM.T.UNICA   X8UN;7751493004466;0;0;16;2;0,000337174089000708;2
17;HIGIENE PERSONAL - PAPELES;4;PAPEL HIGIENICO;228;17734;PAPEL HIG.SCOTT RINDEMAX D/H 40MT   X6UN;7798038150615;0;0;12;2;0,000337174089000708;2
60;BAZAR;2; BAZAR VIDRIO;5759;60712;vaso nadir amassadinho whisk-7517/06-x6u;7891155003915;0;0;12;2;0,000337174089000708;2
60;BAZAR;2; BAZAR VIDRIO;5923;60725;VASO GLASSCO 240ML -PG02-   -PACK-  X6UN;8693102300936;0;0;12;2;0,000337174089000708;2
60;BAZAR;9;VARIOS;5759;60178;ACEITERA/VINAGRE DAYS C/BASE-10363- X2UN;516708;0;0;4;2;0,000337174089000708;2
23;ACEITES - VINAGRES;2;ACEITES;5798;23042;ACEITE NATURA X1.5L+FID.L/TERESINAX500G;;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;4;PAÑOS-REJILLAS-REPASADORES-TRAPOS;6254;27037;PAÑO MICROF.MEDIA NARANJA MULTIUSO   XUN;7790927814028;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;3;DESODORANTES;6135;31598;DESOD.KEVINGSTON ROJO-32 +BALSAMO;7798108454445;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;6135;31223;COLONIA 47 STREET URBAN+DEO;7798045213952;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;3;DESODORANTES;6135;31149;DESOD.KEVINGSTON BASQUET+SHAMPOOX200CC;7798108454995;0;0;2;2;0,000337174089000708;2
7;BEBIDAS;22;APERITIVOS CON ALCOHOL;73;7425;aperitivo gancia x950cc+hielera+pinza;7790950115505;0;0;2;2;0,000337174089000708;2
13;LIMPIADORES;11;PASTILLAS P/INODOROS;332;13558;PASTILLA P/INOD.PINOLUZ C/RED        XUN;7793253300258;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5410;27215;ESCOBA YET PLASTICA-Y710-           X1UN;7798070400433;0;0;2;2;0,000337174089000708;2
60;BAZAR;8;TERMOS;5027;60341;BOTELLA TERMICA TARAGUI   -14-       XUN;7790387120370;0;0;2;2;0,000337174089000708;2
60;BAZAR;6;BAZAR METAL;260;60430;SARTEN ILKO CLASSIC ANTIAD.26CM      XUN;7806810236126;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;260;60759;ABRELATAS ILKO CLASICO MARIPOSA -101-XUN;7806810251013;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;260;60367;ESPUMADERA ILKO DESING NYLON-500-    XUN;7806810235006;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;260;60382;PELADOR VERDURAS ILKO DESING -309-   XUN;7806810243094;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;260;60378;ABRELATAS ILKO DESING MARIPOSA-25253-XUN;7806810252539;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;1;CEPILLOS E HILOS DENTALES;101;31359;cepillo dental reach prof.-7570222   xun;7891010702229;0;0;2;2;0,000337174089000708;2
13;LIMPIADORES;12;DESODORANTES DE AMBIENTES;71;13668;DESOD.GLADE SENSE SPRAY FULL M/CAMPO-XUN;7790520001399;0;0;2;2;0,000337174089000708;2
13;LIMPIADORES;12;DESODORANTES DE AMBIENTES;71;13415;DESOD.AMB.GLADE TOQUE FULL BEBE -    XUN;7790520001344;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5402;27615;ESCOBILLON AEROPUERTO C/PALA-1-     X1UN;7790339001016;0;0;2;2;0,000337174089000708;2
18;ILUMINACION;1;LAMPARAS;6169;18024;LAMP.SOL DE NOCHE HALOG.150W-        XUN;7798087405438;0;0;2;2;0,000337174089000708;2
60;BAZAR;2; BAZAR VIDRIO;5759;60527;VASO NADIR AMASSADINHO WHISK-7517/12-XUN;7891155001737;0;0;2;2;0,000337174089000708;2
60;BAZAR;8;TERMOS;5759;60573;JARRA/TERMO LUMILAGRO MODENA 1LT-305-XUN;7793015003052;0;0;2;2;0,000337174089000708;2
60;BAZAR;9;VARIOS;5759;60096;EXPRIMIDOR DAYS DECORADO -AM68-J-    XUN;760307;0;0;2;2;0,000337174089000708;2
60;BAZAR;3;BAZAR PLASTICO;5759;60359;HERMETICO DIF.REDON.-6107-2.25LT     XUN;7798113886804;0;0;2;2;0,000337174089000708;2
60;BAZAR;4;BAZAR NIÑOS;5759;60454;CUENCO LAZY TOWN C/ALA -18-C         XUN;;0;0;2;2;0,000337174089000708;2
60;BAZAR;4;BAZAR NIÑOS;5759;60519;JARRO CLASICO BEN 10 A.FORCE-BT21-OZ XUN;7790691030464;0;0;2;2;0,000337174089000708;2
60;BAZAR;2; BAZAR VIDRIO;5759;60679;VASO NADIR ILHABELA CARITA AZUL-3616-XUN;7798008099616;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;5759;60764;BOMBILLA SEBILLE CURVA CORTA -9721-  XUN;7798030841184;0;0;2;2;0,000337174089000708;2
60;BAZAR;3;BAZAR PLASTICO;5759;60386;HERMETICO HERALPLAST RECT.8LT -1937- XUN;7798081190217;0;0;2;2;0,000337174089000708;2
60;BAZAR;4;BAZAR NIÑOS;5759;60480;VASO SUPER DECOR.LAZY TOWN -8974-    XUN;7790691028010;0;0;2;2;0,000337174089000708;2
60;BAZAR;2; BAZAR VIDRIO;5759;60172;COPA NADIR WINDSOR CHAMPAÑA-2275-    XUN;7891155008330;0;0;2;2;0,000337174089000708;2
60;BAZAR;6;BAZAR METAL;5759;60307;BUDINERA ALMANDOZ ALUM.N24 -2516-   XUN;7798093479539;0;0;2;2;0,000337174089000708;2
18;ILUMINACION;1;LAMPARAS;443;18219;LAMPARA OSRAM DULUXSTAR 28W/865 -    XUN;4008321333889;0;0;2;2;0,000337174089000708;2
18;ILUMINACION;1;LAMPARAS;443;18060;LAMPARA OSRAM DUL.M.TWIST T2 11W/865 XUN;4008321528766;0;0;2;2;0,000337174089000708;2
18;ILUMINACION;1;LAMPARAS;443;18185;lampara osram dul.miniball 11w/827-  xun;4008321502827;0;0;2;2;0,000337174089000708;2
98;ROTISERIA;1;ROTISERIA;418;98063;SANDWICH VILLECCO ESP.TERNERA/TOMATE-XUN;;0;0;2;2;0,000337174089000708;2
97;PANIFICACION;3;PAN FETEADO;418;97003;PAN VILLECCO SALV.DOB.FAM.+PAN BCO FLIAR;;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5285;27270;ESCOBILLON PANZA FIBRA ESP.-         XUN;7798038670182;0;0;2;2;0,000337174089000708;2
60;BAZAR;5;UTENSILLOS;5923;60037;rallador practihogar europeo         xun;7790204001042;0;0;2;2;0,000337174089000708;2
60;BAZAR;1;BAZAR CERAMICA;5923;60800;TAZA C/PLATO ESTUDIO TACTO BLANCO-   XUN;7896778718215;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;1;CEPILLOS E HILOS DENTALES;247;31215;CEPILLO DENTAL ORAL-B PROSAL.ANT.40M XUN;3014260823368;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;9850;31315;PACK UPA LALA COL.X200+JABON+PELUCHE XUN;7798045280114;0;0;2;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;9850;31665;pack upa la la colonia+jab+shamp+talco;7798045280206;0;0;2;2;0,000337174089000708;2
18;ILUMINACION;2;PILAS - BATERIAS;5093;18042;BATERIA ENERGIZER -522-BLISTER      X1UN;039800013613;0;0;2;2;0,000337174089000708;2
13;LIMPIADORES;4;SUAVIZANTES;50;13901;SUAVIZANTE VIVERE NAT.FRES.CON.X500+BOWL;7791290006676;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5;27740;CEPILLO WASSINGTON N.2 LUSTRE/NAT.  X1UN;7793350992592;0;0;2;2;0,000337174089000708;2
27;ARTICULOS DE LIMPIEZA;2;CEPILLOS-ESCOBAS-SECADORES-PALAS;5436;27066;LIMPIA VIDRIO BROOMY PLASTICO  812- X1UN;7792387000812;0;0;2;2;0,000337174089000708;2
7;BEBIDAS;5;AGUA SABORIZADA;5185;77668;AGUA SER PLUS NARANJA/DURAZNO     X500CC;7798062548372;0;1;0;2;0,000337174089000708;2
7;BEBIDAS;12;VINOS FINOS MEDIOS;280;77674;VINO BALBO SYRAH -240092-         X750CC;7791843004142;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;12;VINOS FINOS MEDIOS;280;77413;VINO BALBO MERLOT -239092-        X750CC;7791843004104;0;1,5;0;2;0,000337174089000708;2
20;JABONES;6;JABON DE TOCADOR -mayor a 100 grs.-;5451;20422;jabon toc.plusbelle energ.c/aceite x150g;7790990586105;0,3;0;0;2;0,000337174089000708;2
20;JABONES;4;JABON DE TOCADOR LIQUIDO;5451;20252;JABON ESPUMA PLUSBELLE KARITE-VAI-X250ML;7790990501481;0;0,5;0;2;0,000337174089000708;2
23;ACEITES - VINAGRES;3;ACEITES ESPECIALES;5187;23327;ACEITE GRANIX ALTO OLEICO-77702-  X750CC;7790045823780;0;0,0015;0;2;0,000337174089000708;2
1;GALLETAS;1;SALADAS;5622;1278;GALLETA BAGLEY SALVADO C/FITOESTER.X185G;7790040467002;0,37;0;0;2;0,000337174089000708;2
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;46;31786;CREMA NIVEA GOODBYE CELUL.-8151-  X200CC;4005808881512;0;0,4;0;2;0,000337174089000708;2
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;46;31075;CREMA NIVEA BODY SOS REP.INT-88183-X250M;4005808588107;0;0,5;0;2;0,000337174089000708;2
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;46;31737;CREMA NIVEA BODY SUMMER BEA.OSC.  X250ML;4005808315727;0;0,5;0;2;0,000337174089000708;2
31;PERFUMERIA;5;CREMAS-QUITAESMALTES;46;31594;CREMA NIVEA BODY ANGEL STAR-80231-X250ML;4005900006004;0;0,5;0;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;6135;31785;COLONIA MADAGASCAR3 X160ML+MUÑECO;7798120766359;0;0,32;0;2;0,000337174089000708;2
31;PERFUMERIA;3;DESODORANTES;6135;31581;ANTIT.KEVINGSTON 32 -ROJO -       X167ML;7798108451772;0;0,334;0;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;6135;31266;COLONIA BODY SPLASH BARBIE ROCKS- X200ML;7798045210913;0;0,4;0;2;0,000337174089000708;2
41;LINEA CAPILAR;7;LINEA CAPILAR BEBE-NIÑOS;6135;41354;LOCION CAPILATIS EVITA PIOJOS -   X120ML;7792640004625;0;0,24;0;2;0,000337174089000708;2
7;BEBIDAS;17;VINOS FINOS FRIZANTES;5116;77507;VINO NEW AGE ROSADO DULCE -60254- X750ML;7790703167447;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;16;VINOS FINOS PREMIUN;5116;77613;vino famiglia suav.blanco-10112-  x750cc;7790703166563;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;11;VINOS FINOS MEDIO BAJOS;5116;7191;VINO DALTON TINTO -5654-          X750CC;7792319001917;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;18;VINOS ESPUMANTES;5116;77707;CHAMPAÑA NORTON COSECHA ESPECIAL  X750CC;7792319000217;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;18;VINOS ESPUMANTES;240;7439;CHAMPAÑA CHANDON DEMI SEC         X750CC;7790975000190;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;14;VINOS FINOS ALTO;240;77113;VINO LATITUD 33 ºSYRAH      -1322-X750CC;7790975017822;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;15;VINOS FINOS SUPERIOR;240;77302;VINO TERRAZAS ALTO MALBEC         X750CC;7790975017013;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;19;SIDRAS Y FRUTADOS;5379;7267;SIDRA CUVILLIER DEMI SEC          X750CC;7790154007934;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;11;VINOS FINOS MEDIO BAJOS;167;7988;VINO VALDERROBLES VAR.EUR.BON/SYR.X1.125;7794450002075;0;0,00225;0;2;0,000337174089000708;2
11;LINEA ROJA Y VEGETALES EN CONSERVA;4;SALSAS;26;11126;SALSA ALICANTE MIXTA -             X28GR;7790150696477;0,056;0;0;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;181;31805;COLONIA PACO -550/6 -              X90ML;7791600055066;0;0,18;0;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;181;31730;AFTER SHAVE KEVIN -374/5-          X60ML;7791600037451;0;0,12;0;2;0,000337174089000708;2
31;PERFUMERIA;6;COLONIAS;181;31429;COLONIA CHESTER ICE-716/5 -        X60ML;7791600071653;0;0,12;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;73;77079;RON BACARDI CARTA BLANCA.-10023-X750CC;7501008603017;0;1,5;0;2;0,000337174089000708;2
7;BEBIDAS;22;APERITIVOS CON ALCOHOL;73;7942;VERMOUTH MARTINI BIANCO-11291-    X995ML;7790950112917;0;1,99;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;73;78019;RON CASTILLO GOLD -11134-           X1LT;7790950111347;0;2;0;2;0,000337174089000708;2
7;BEBIDAS;4;GASEOSAS;5253;77381;GASEOSA PEPSI COLA F.PACK-462-  4X2.25LT;7791813423072;0;18;0;2;0,000337174089000708;2
7;BEBIDAS;19;SIDRAS Y FRUTADOS;6175;7406;FRESA FIZZ REAL                   X720CC;7790119001434;0;1,44;0;2;0,000337174089000708;2
13;LIMPIADORES;2;ADITIVOS P/LA ROPA;332;13219;ADITIVO AYUDIN ROPA COLOR C/V D.P.X470CC;7793253940102;0;0,94;0;2;0,000337174089000708;2
13;LIMPIADORES;12;DESODORANTES DE AMBIENTES;332;13635;DESOD.AMB.POETT INTENSE E/JOVEN REP-X9GR;7793253041328;0,018;0;0;2;0,000337174089000708;2
13;LIMPIADORES;12;DESODORANTES DE AMBIENTES;332;13747;DESOD.AMB.POETT DULCE MOME.REP.     X9GR;7793253041335;0,018;0;0;2;0,000337174089000708;2
31;PERFUMERIA;12;ENJUAGUE BUCAL;229;31296;SOLUCION BUCAL PLAX S/ALCOH-13006-X500ML;7891024130063;0;1;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;53;77547;GIN BURNETT S      -1112-           X1LT;7790260011122;0;2;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;53;7335;LICOR 3 PLUMAS MELON -            X700CC;7790260013324;0;0,0014;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;53;77578;VODKA BURNETTS           -1113-     X1LT;7790260011139;0;2;0;2;0,000337174089000708;2
7;BEBIDAS;3;BEBIDAS ISOTONICAS Y ENERGIZANTES;53;7446;JUGO X4 ENERGY DRINK LATA         X250CC;7790260012952;0;0,5;0;2;0,000337174089000708;2
7;BEBIDAS;21;LICORES Y BEBIDAS BLANCAS;53;77390;LICOR 3 PLUMAS CAF.COÑAC AL CHOCO.X750CC;7790260002236;0;1,5;0;2;0,000337174089000708;2
